Name, Happiness Before, Start Time, Happiness After, Shots Taken, Shots Scored, End Time
Mila, OK, 2024-02-27 17:21, OK, 3, 1, 2024-02-27 17:44
Scarlett, Sad, 2024-02-29 11:49, Happy, 8, 1, 2024-02-29 12:24
Brendan, Sad, 2024-02-27 11:32, Happy, 1, 0, 2024-02-27 12:09
Diarmuid, Happy, 2024-02-26 18:24, Happy, 6, 4, 2024-02-26 19:00
Conor, Sad, 2024-03-03 04:26, OK, 2, 1, 2024-03-03 04:53
Cian, Sad, 2024-02-26 10:38, OK, 6, 2, 2024-02-26 10:59
Cillian, Sad, 2024-02-29 09:04, OK, 8, 1, 2024-02-29 09:32
Riona, Sad, 2024-03-03 16:28, Sad, 8, 2, 2024-03-03 17:01
Michael, Happy, 2024-03-01 18:39, OK, 6, 5, 2024-03-01 19:08
Ella, Sad, 2024-02-27 15:53, Happy, 8, 2, 2024-02-27 16:19
Fergus, Sad, 2024-02-26 15:15, OK, 6, 5, 2024-02-26 15:34
Seanan, Sad, 2024-02-28 08:41, Happy, 2, 0, 2024-02-28 09:07
Orlaith, Sad, 2024-02-26 06:12, Sad, 2, 1, 2024-02-26 06:21
Ella, Sad, 2024-02-26 04:50, Happy, 9, 0, 2024-02-26 04:58
David, Sad, 2024-02-25 20:47, OK, 2, 2, 2024-02-25 21:20
Sophia, OK, 2024-02-29 19:53, Sad, 3, 1, 2024-02-29 20:14
Eimear, OK, 2024-03-02 12:34, OK, 10, 1, 2024-03-02 12:50
Ethan, Sad, 2024-03-01 04:09, Happy, 7, 0, 2024-03-01 04:49
Layla, Sad, 2024-03-01 05:34, OK, 3, 0, 2024-03-01 05:52
Scarlett, Sad, 2024-03-01 03:38, Happy, 8, 8, 2024-03-01 04:03
Sofia, OK, 2024-02-26 11:17, Happy, 9, 1, 2024-02-26 11:36
Aoibheann, OK, 2024-02-26 16:34, Happy, 4, 4, 2024-02-26 16:55
Brigid, Happy, 2024-03-03 14:17, OK, 5, 0, 2024-03-03 14:23
Orlaith, Sad, 2024-02-26 06:34, Happy, 1, 0, 2024-02-26 06:40
Ciara, OK, 2024-02-28 07:30, Happy, 9, 8, 2024-02-28 07:49
Fainche, Sad, 2024-02-27 02:33, Happy, 2, 1, 2024-02-27 03:10
Landon, OK, 2024-03-03 18:00, Happy, 5, 2, 2024-03-03 18:12
Eli, Sad, 2024-02-27 12:15, Happy, 5, 0, 2024-02-27 12:37
Grace, Sad, 2024-03-03 13:19, Happy, 6, 6, 2024-03-03 13:50
Fionn, Sad, 2024-03-01 15:58, Happy, 8, 3, 2024-03-01 16:24
Lorcan, Sad, 2024-02-28 10:43, Happy, 4, 3, 2024-02-28 11:00
Layla, Sad, 2024-02-29 18:36, Sad, 5, 3, 2024-02-29 18:51
Fainche, OK, 2024-03-03 19:26, OK, 8, 7, 2024-03-03 19:45
Deirdre, Happy, 2024-03-02 03:57, Happy, 4, 1, 2024-03-02 04:22
Daniel, Sad, 2024-02-28 18:57, OK, 4, 0, 2024-02-28 19:29
Ruairi, Sad, 2024-03-02 00:12, OK, 3, 0, 2024-03-02 00:28
Aoibhe, OK, 2024-02-29 00:30, OK, 5, 1, 2024-02-29 00:40
Ciar, OK, 2024-03-01 03:32, OK, 6, 3, 2024-03-01 03:37
Liam, OK, 2024-03-03 16:20, OK, 9, 9, 2024-03-03 16:51
Sorcha, Sad, 2024-02-27 02:47, OK, 7, 1, 2024-02-27 02:58
Landon, Happy, 2024-03-02 08:24, Sad, 7, 5, 2024-03-02 09:03
Alexander, Happy, 2024-03-02 23:56, OK, 5, 2, 2024-03-03 00:14
Cian, OK, 2024-02-27 15:01, Sad, 6, 2, 2024-02-27 15:34
Daniel, Happy, 2024-03-02 21:09, Sad, 6, 6, 2024-03-02 21:43
Daniel, OK, 2024-02-29 21:39, Happy, 7, 3, 2024-02-29 22:03
Liam, Sad, 2024-03-03 13:19, OK, 2, 1, 2024-03-03 13:36
Siobhan, OK, 2024-02-27 22:55, OK, 5, 2, 2024-02-27 23:17
Hannah, Sad, 2024-03-02 09:40, Happy, 1, 0, 2024-03-02 10:21
Orla, Sad, 2024-02-28 22:11, Happy, 8, 2, 2024-02-28 22:44
Clodagh, Sad, 2024-03-02 23:33, Happy, 5, 3, 2024-03-03 00:00
Aiden, OK, 2024-03-03 01:54, Happy, 5, 0, 2024-03-03 02:06
Aisling, Sad, 2024-02-27 08:45, Happy, 4, 2, 2024-02-27 09:20
Daniel, Sad, 2024-02-26 17:56, OK, 3, 1, 2024-02-26 18:06
Emma, Sad, 2024-03-02 03:36, Happy, 8, 7, 2024-03-02 04:15
Blathnaid, Happy, 2024-02-26 06:33, OK, 8, 0, 2024-02-26 07:09
Fiona, Sad, 2024-02-26 19:08, OK, 5, 5, 2024-02-26 19:32
Mason, Sad, 2024-02-27 22:12, Sad, 8, 2, 2024-02-27 22:27
Eoghan, OK, 2024-03-01 14:29, Happy, 3, 0, 2024-03-01 15:08
Scarlett, OK, 2024-02-29 21:22, Happy, 6, 0, 2024-02-29 21:48
Benjamin, OK, 2024-02-28 02:55, Happy, 8, 3, 2024-02-28 03:33
Elijah, OK, 2024-02-28 07:40, Happy, 9, 9, 2024-02-28 08:06
Daniel, OK, 2024-02-29 14:19, OK, 10, 7, 2024-02-29 14:36
Benjamin, OK, 2024-02-28 12:43, OK, 9, 6, 2024-02-28 12:54
Ella, Happy, 2024-02-29 22:58, Happy, 10, 2, 2024-02-29 23:07
Eoin, Sad, 2024-03-03 10:10, OK, 6, 6, 2024-03-03 10:24
Eli, Sad, 2024-02-26 20:26, OK, 8, 7, 2024-02-26 20:57
Eli, OK, 2024-02-26 16:08, Happy, 6, 0, 2024-02-26 16:20
Cillian, Sad, 2024-02-28 13:55, Happy, 9, 3, 2024-02-28 14:31
Eoin, Happy, 2024-03-03 14:02, Happy, 7, 5, 2024-03-03 14:09
Avery, OK, 2024-03-01 17:58, OK, 6, 6, 2024-03-01 18:17
Ethan, OK, 2024-02-27 18:27, Happy, 10, 2, 2024-02-27 18:33
Lucas, Sad, 2024-02-27 19:04, Happy, 4, 3, 2024-02-27 19:45
Odhran, Sad, 2024-03-02 15:08, Happy, 10, 6, 2024-03-02 15:17
Rory, Happy, 2024-03-01 11:10, Happy, 5, 4, 2024-03-01 11:48
Caleb, Sad, 2024-02-29 06:31, Happy, 8, 7, 2024-02-29 06:43
Sophia, OK, 2024-02-29 11:59, Happy, 3, 3, 2024-02-29 12:25
Brigid, Sad, 2024-03-01 17:52, Happy, 1, 0, 2024-03-01 18:27
Fainche, Happy, 2024-02-28 21:38, Sad, 1, 0, 2024-02-28 22:13
Darragh, Happy, 2024-03-01 21:42, OK, 6, 0, 2024-03-01 21:55
Tomas, Sad, 2024-03-01 22:07, Sad, 10, 4, 2024-03-01 22:34
Mila, OK, 2024-02-27 23:16, OK, 5, 5, 2024-02-27 23:28
Eli, OK, 2024-02-27 06:50, OK, 8, 0, 2024-02-27 07:00
Liam, OK, 2024-03-02 06:08, Happy, 5, 3, 2024-03-02 06:23
Caoilfhionn, OK, 2024-02-29 18:16, OK, 6, 6, 2024-02-29 18:46
Noah, Happy, 2024-03-01 11:17, OK, 10, 6, 2024-03-01 11:51
Rory, OK, 2024-02-27 20:50, Happy, 5, 1, 2024-02-27 21:14
Grainne, OK, 2024-02-26 14:57, Happy, 4, 4, 2024-02-26 15:19
Grainne, OK, 2024-02-28 18:44, Sad, 4, 4, 2024-02-28 18:52
Cillian, OK, 2024-02-29 00:13, Happy, 7, 0, 2024-02-29 00:20
Sorcha, Sad, 2024-02-29 16:51, Sad, 2, 1, 2024-02-29 17:32
Clare, OK, 2024-02-26 05:24, OK, 5, 0, 2024-02-26 05:32
Lucas, OK, 2024-02-26 20:29, Happy, 7, 3, 2024-02-26 21:07
Riona, Happy, 2024-02-26 10:33, OK, 5, 5, 2024-02-26 11:08
Sofia, Happy, 2024-03-02 01:13, OK, 9, 1, 2024-03-02 01:35
Sophia, Sad, 2024-03-03 05:20, OK, 10, 4, 2024-03-03 05:55
Siofra, OK, 2024-02-27 10:27, Happy, 4, 3, 2024-02-27 11:04
Cillian, Happy, 2024-02-26 03:44, Sad, 9, 2, 2024-02-26 04:19
Daniel, OK, 2024-03-03 11:43, OK, 5, 2, 2024-03-03 11:53
Lorcan, OK, 2024-02-29 12:55, Happy, 10, 4, 2024-02-29 13:00
Fergus, OK, 2024-03-02 05:02, Happy, 2, 0, 2024-03-02 05:24
David, Sad, 2024-03-03 08:16, OK, 5, 1, 2024-03-03 08:53
Blathnaid, Sad, 2024-03-02 10:50, Sad, 5, 3, 2024-03-02 11:09
David, OK, 2024-02-27 17:26, OK, 4, 2, 2024-02-27 17:42
Scarlett, Sad, 2024-03-03 12:17, OK, 5, 0, 2024-03-03 12:24
Cillian, OK, 2024-02-27 11:15, Sad, 4, 0, 2024-02-27 11:51
Henry, Sad, 2024-03-02 11:40, Happy, 2, 1, 2024-03-02 11:59
Eoin, OK, 2024-02-27 16:02, Sad, 10, 5, 2024-02-27 16:21
Orla, Sad, 2024-02-25 22:27, Happy, 4, 4, 2024-02-25 22:50
Ciaran, Happy, 2024-02-27 01:40, Happy, 8, 5, 2024-02-27 02:01
Zoe, OK, 2024-03-02 22:32, OK, 9, 2, 2024-03-02 23:10
Aisling, Happy, 2024-02-29 16:18, Sad, 6, 6, 2024-02-29 16:54
Sinead, Sad, 2024-03-02 09:26, OK, 1, 0, 2024-03-02 09:37
Harper, Sad, 2024-02-29 11:08, Happy, 6, 5, 2024-02-29 11:44
Daniel, OK, 2024-03-02 23:14, Happy, 2, 2, 2024-03-02 23:35
Chloe, Happy, 2024-03-02 08:21, OK, 4, 2, 2024-03-02 08:35
Aoibhinn, Sad, 2024-02-26 00:17, Happy, 9, 0, 2024-02-26 00:51
Chloe, OK, 2024-02-26 04:24, Happy, 9, 5, 2024-02-26 04:57
James, Sad, 2024-02-26 19:31, Happy, 3, 0, 2024-02-26 20:02
Penelope, OK, 2024-02-28 04:59, Happy, 8, 2, 2024-02-28 05:38
Sean, Happy, 2024-02-29 03:20, OK, 9, 7, 2024-02-29 03:28
Liam, Happy, 2024-02-28 07:32, Happy, 10, 1, 2024-02-28 08:01
Colm, OK, 2024-02-26 10:39, OK, 7, 1, 2024-02-26 10:51
Sinead, Sad, 2024-02-27 11:26, Sad, 6, 3, 2024-02-27 11:57
Mairin, Sad, 2024-03-02 13:29, Sad, 5, 4, 2024-03-02 13:45
Alexander, Sad, 2024-02-26 21:23, Sad, 8, 8, 2024-02-26 21:26
Aoife, Sad, 2024-02-29 05:39, OK, 4, 1, 2024-02-29 05:48
Maura, Happy, 2024-03-01 12:05, OK, 8, 0, 2024-03-01 12:37
Aisling, Sad, 2024-02-26 01:04, Happy, 3, 0, 2024-02-26 01:12
Elijah, Sad, 2024-02-27 18:51, Sad, 5, 4, 2024-02-27 19:20
Cormac, OK, 2024-02-27 20:00, Happy, 8, 4, 2024-02-27 20:15
James, OK, 2024-02-27 10:32, Happy, 4, 1, 2024-02-27 10:40
Eoin, Happy, 2024-03-03 18:58, OK, 5, 1, 2024-03-03 19:32
Cillian, Sad, 2024-02-27 08:11, OK, 1, 1, 2024-02-27 08:41
Ella, OK, 2024-02-27 08:31, Happy, 9, 5, 2024-02-27 09:01
Sinead, Sad, 2024-03-01 07:19, Happy, 7, 4, 2024-03-01 07:24
Isabella, OK, 2024-02-29 01:29, Sad, 10, 6, 2024-02-29 01:53
Brendan, OK, 2024-02-29 11:57, OK, 3, 0, 2024-02-29 12:37
Cathal, OK, 2024-02-27 19:24, Happy, 6, 5, 2024-02-27 20:01
Maura, OK, 2024-03-01 04:27, OK, 7, 4, 2024-03-01 05:00
Oliver, Sad, 2024-02-26 15:18, Happy, 5, 1, 2024-02-26 15:30
Mairin, Sad, 2024-02-26 09:58, Sad, 3, 0, 2024-02-26 10:25
Ciara, Sad, 2024-02-27 01:33, Happy, 10, 5, 2024-02-27 01:53
Darragh, Happy, 2024-03-02 19:18, Happy, 6, 5, 2024-03-02 19:40
Aoibhinn, OK, 2024-02-28 17:27, Happy, 6, 6, 2024-02-28 17:38
Cillian, OK, 2024-03-01 00:57, Happy, 6, 4, 2024-03-01 01:23
Aria, Sad, 2024-02-26 17:44, OK, 10, 6, 2024-02-26 18:09
Roisin, Sad, 2024-03-01 23:16, Happy, 4, 2, 2024-03-01 23:53
Cillian, Happy, 2024-02-28 05:52, Happy, 4, 1, 2024-02-28 05:58
Sorcha, Sad, 2024-02-29 22:25, OK, 7, 6, 2024-02-29 22:40
Fiona, Sad, 2024-03-03 16:44, Happy, 4, 3, 2024-03-03 16:48
Ella, Sad, 2024-03-03 03:55, OK, 4, 4, 2024-03-03 04:06
Blathnaid, OK, 2024-02-29 15:36, Happy, 5, 4, 2024-02-29 15:51
Seanan, OK, 2024-03-01 17:37, Happy, 9, 6, 2024-03-01 17:53
Mairin, Sad, 2024-02-29 13:58, OK, 4, 3, 2024-02-29 14:37
Siobhan, Sad, 2024-03-01 21:44, Happy, 2, 2, 2024-03-01 22:16
Ronan, OK, 2024-02-27 19:21, Sad, 6, 4, 2024-02-27 19:31
Brigid, OK, 2024-02-28 15:03, Sad, 5, 2, 2024-02-28 15:28
Nora, Happy, 2024-03-03 00:58, Happy, 7, 4, 2024-03-03 01:11
Hannah, Happy, 2024-02-25 22:19, Happy, 2, 0, 2024-02-25 22:38
Sebastian, OK, 2024-02-28 06:05, Happy, 10, 2, 2024-02-28 06:23
Deirdre, OK, 2024-02-29 20:08, Happy, 9, 9, 2024-02-29 20:48
Sinead, Sad, 2024-02-28 18:35, Sad, 10, 0, 2024-02-28 19:08
Maeve, OK, 2024-02-26 15:26, OK, 5, 4, 2024-02-26 15:48
Peadar, Happy, 2024-03-01 17:38, Happy, 4, 0, 2024-03-01 18:12
Nuala, Sad, 2024-03-02 09:34, Happy, 5, 4, 2024-03-02 10:06
Sorcha, Happy, 2024-02-26 01:47, Happy, 9, 9, 2024-02-26 01:57
Eleanor, Sad, 2024-02-28 03:04, Happy, 10, 7, 2024-02-28 03:23
Mairead, Sad, 2024-02-29 03:49, OK, 9, 8, 2024-02-29 04:06
Olivia, OK, 2024-03-01 07:44, Happy, 9, 8, 2024-03-01 08:06
Maura, Sad, 2024-02-29 20:28, OK, 9, 2, 2024-02-29 21:00
Grainne, Sad, 2024-02-28 10:21, Happy, 10, 2, 2024-02-28 10:40
Aria, Sad, 2024-02-27 18:21, OK, 3, 3, 2024-02-27 18:59
Ronan, Sad, 2024-03-02 06:47, OK, 6, 5, 2024-03-02 07:26
Ciara, OK, 2024-02-26 06:15, Happy, 9, 0, 2024-02-26 06:49
Lily, Sad, 2024-02-28 01:26, Sad, 6, 3, 2024-02-28 01:56
Niamh, Sad, 2024-03-01 02:50, Happy, 1, 1, 2024-03-01 03:19
Sophia, Happy, 2024-02-26 10:44, Happy, 7, 5, 2024-02-26 11:05
Daire, Sad, 2024-03-01 09:03, Happy, 1, 0, 2024-03-01 09:25
Treasa, OK, 2024-02-27 07:41, Happy, 1, 1, 2024-02-27 08:18
Harper, Sad, 2024-03-03 11:02, Sad, 10, 10, 2024-03-03 11:27
Mairead, Happy, 2024-03-01 10:53, Happy, 3, 0, 2024-03-01 11:32
Eoin, OK, 2024-02-27 08:44, Sad, 8, 8, 2024-02-27 08:50
Saoirse, Sad, 2024-02-29 18:12, Happy, 1, 1, 2024-02-29 18:20
Eimear, Sad, 2024-03-01 07:03, Happy, 3, 0, 2024-03-01 07:37
Ronan, Sad, 2024-02-26 17:07, OK, 1, 0, 2024-02-26 17:23
Tadhg, Sad, 2024-03-03 19:07, OK, 7, 1, 2024-03-03 19:21
Wyatt, OK, 2024-02-26 17:39, OK, 4, 4, 2024-02-26 17:49
Caleb, Happy, 2024-02-26 11:58, Happy, 6, 3, 2024-02-26 12:35
Lorcan, Sad, 2024-02-28 18:37, OK, 6, 2, 2024-02-28 18:48
Treasa, OK, 2024-03-01 17:30, Happy, 1, 1, 2024-03-01 18:03
Fiona, Happy, 2024-03-02 10:12, OK, 6, 0, 2024-03-02 10:53
Mila, Sad, 2024-03-03 07:41, Happy, 5, 0, 2024-03-03 08:09
Daire, Happy, 2024-02-29 07:11, Sad, 6, 4, 2024-02-29 07:33
Layla, Sad, 2024-03-02 17:08, OK, 7, 5, 2024-03-02 17:38
Cian, OK, 2024-03-02 10:03, OK, 1, 0, 2024-03-02 10:35
Noah, Sad, 2024-03-01 22:04, Happy, 10, 3, 2024-03-01 22:13
Grainne, Happy, 2024-02-27 22:42, OK, 8, 8, 2024-02-27 22:50
Grainne, Sad, 2024-03-02 20:29, Happy, 9, 6, 2024-03-02 21:10
Cian, OK, 2024-03-02 16:38, Happy, 8, 6, 2024-03-02 17:19
Isabella, Sad, 2024-02-28 17:18, OK, 1, 1, 2024-02-28 17:46
Sinead, OK, 2024-02-27 03:21, Happy, 5, 3, 2024-02-27 03:30
Eoghan, OK, 2024-02-27 13:24, Happy, 7, 3, 2024-02-27 14:03
Fiona, Sad, 2024-02-26 15:15, Happy, 3, 3, 2024-02-26 15:39
Caoilfhionn, Happy, 2024-02-26 15:24, Happy, 6, 1, 2024-02-26 15:52
Sofia, Happy, 2024-03-02 14:52, Happy, 8, 3, 2024-03-02 15:16
Brendan, Sad, 2024-02-26 21:19, Happy, 4, 2, 2024-02-26 21:27
Colm, Happy, 2024-03-01 20:33, Happy, 9, 0, 2024-03-01 20:46
Ava, Sad, 2024-02-29 03:52, Happy, 5, 2, 2024-02-29 04:09
Hannah, OK, 2024-02-26 08:18, OK, 4, 3, 2024-02-26 08:51
Grace, Sad, 2024-02-28 22:06, OK, 5, 4, 2024-02-28 22:10
Ava, Sad, 2024-02-28 01:13, OK, 5, 3, 2024-02-28 01:34
Madison, Sad, 2024-02-27 04:08, Happy, 4, 4, 2024-02-27 04:45
Eoghan, Happy, 2024-03-01 02:41, Happy, 5, 2, 2024-03-01 03:09
Grace, OK, 2024-03-02 22:15, Sad, 4, 0, 2024-03-02 22:52
Ruairi, OK, 2024-02-26 06:27, Happy, 10, 6, 2024-02-26 06:40
Scarlett, Sad, 2024-02-27 09:05, OK, 6, 6, 2024-02-27 09:22
Mila, OK, 2024-02-28 22:17, Happy, 8, 8, 2024-02-28 22:33
Sebastian, OK, 2024-03-03 14:38, Happy, 4, 3, 2024-03-03 15:08
Aoibhe, Happy, 2024-03-01 12:34, Happy, 8, 7, 2024-03-01 12:59
Mairead, Sad, 2024-02-28 09:39, Happy, 4, 1, 2024-02-28 10:02
Maura, Sad, 2024-03-01 13:28, Happy, 7, 5, 2024-03-01 14:05
Maura, OK, 2024-03-02 00:08, Happy, 9, 9, 2024-03-02 00:20
Carter, Happy, 2024-02-27 06:44, Sad, 7, 3, 2024-02-27 07:07
Sorcha, Sad, 2024-03-01 15:46, Happy, 6, 2, 2024-03-01 16:13
Fionn, OK, 2024-02-29 13:28, Happy, 9, 6, 2024-02-29 14:06
Ethan, Happy, 2024-02-25 20:13, Happy, 10, 1, 2024-02-25 20:29
Muireann, OK, 2024-03-01 14:09, OK, 1, 1, 2024-03-01 14:28
Matthew, OK, 2024-02-29 17:57, Sad, 10, 9, 2024-02-29 18:33
Padraig, Happy, 2024-02-27 05:07, Happy, 3, 0, 2024-02-27 05:37
Eleanor, OK, 2024-03-02 03:57, OK, 1, 0, 2024-03-02 04:09
Oliver, OK, 2024-02-26 12:07, Sad, 1, 1, 2024-02-26 12:22
Noah, Happy, 2024-02-29 04:47, Happy, 7, 0, 2024-02-29 04:53
Charlotte, Sad, 2024-03-02 17:12, OK, 5, 2, 2024-03-02 17:36
Orla, OK, 2024-02-29 05:45, Happy, 3, 0, 2024-02-29 06:26
Cathal, OK, 2024-02-29 16:12, OK, 5, 4, 2024-02-29 16:21
Tadhg, Sad, 2024-02-27 17:52, Happy, 5, 1, 2024-02-27 18:30
James, Sad, 2024-02-28 02:18, Sad, 1, 1, 2024-02-28 02:45
Ruairi, OK, 2024-02-26 12:16, OK, 5, 2, 2024-02-26 12:39
Sinead, OK, 2024-02-26 00:21, Happy, 9, 4, 2024-02-26 00:45
Diarmuid, Sad, 2024-03-03 13:00, Sad, 10, 7, 2024-03-03 13:18
Penelope, Sad, 2024-03-02 18:25, OK, 10, 6, 2024-03-02 18:46
Ella, OK, 2024-02-28 15:32, Happy, 2, 1, 2024-02-28 15:54
Grainne, Sad, 2024-03-02 17:55, Happy, 6, 3, 2024-03-02 18:10
Mairead, Happy, 2024-02-29 09:12, Happy, 7, 3, 2024-02-29 09:48
Sean, OK, 2024-03-03 04:35, Happy, 2, 2, 2024-03-03 04:59
Grace, OK, 2024-03-01 04:53, Happy, 8, 1, 2024-03-01 05:19
Colm, Sad, 2024-03-03 13:51, Happy, 4, 2, 2024-03-03 14:05
Hannah, Sad, 2024-02-28 23:52, OK, 9, 3, 2024-02-28 23:59
Eoin, Sad, 2024-02-27 23:16, Sad, 7, 7, 2024-02-27 23:49
Layla, Sad, 2024-03-02 00:39, Happy, 7, 4, 2024-03-02 01:18
Eoghan, Sad, 2024-02-26 17:28, Happy, 10, 9, 2024-02-26 17:48
Ciara, Sad, 2024-02-27 17:00, Happy, 2, 1, 2024-02-27 17:24
Aoife, Sad, 2024-03-02 23:27, OK, 5, 5, 2024-03-03 00:00
Peadar, OK, 2024-02-26 13:29, Happy, 5, 4, 2024-02-26 13:50
Odhran, OK, 2024-03-03 13:48, Happy, 10, 3, 2024-03-03 13:52
Evelyn, OK, 2024-03-02 19:31, Happy, 7, 2, 2024-03-02 20:09
Emily, Happy, 2024-03-02 20:33, OK, 8, 2, 2024-03-02 21:11
Eoin, Sad, 2024-03-01 11:55, Sad, 2, 0, 2024-03-01 12:33
Oliver, Sad, 2024-03-02 20:54, Happy, 9, 6, 2024-03-02 21:22
David, Happy, 2024-02-26 15:01, OK, 2, 1, 2024-02-26 15:34
Wyatt, OK, 2024-02-29 05:39, OK, 6, 4, 2024-02-29 06:10
Hannah, OK, 2024-03-03 15:36, Happy, 1, 1, 2024-03-03 15:43
Aoibhe, OK, 2024-03-03 07:46, Happy, 8, 1, 2024-03-03 08:22
Caleb, OK, 2024-02-29 02:08, Happy, 5, 5, 2024-02-29 02:36
Nuala, Sad, 2024-02-25 19:58, OK, 9, 4, 2024-02-25 20:31
Mila, OK, 2024-03-01 11:18, OK, 9, 9, 2024-03-01 11:51
Victoria, OK, 2024-02-29 17:02, OK, 1, 0, 2024-02-29 17:20
Seanan, OK, 2024-03-01 22:52, Happy, 6, 4, 2024-03-01 23:21
Noah, Sad, 2024-03-03 17:51, OK, 9, 5, 2024-03-03 18:25
Mairead, Happy, 2024-03-01 13:20, Happy, 8, 0, 2024-03-01 13:29
Mairin, Happy, 2024-03-02 09:53, OK, 9, 4, 2024-03-02 10:08
Aoibhinn, Sad, 2024-02-29 13:19, Happy, 4, 1, 2024-02-29 13:50
Riona, OK, 2024-03-01 06:36, OK, 2, 1, 2024-03-01 06:50
Lucas, OK, 2024-02-26 01:44, OK, 5, 2, 2024-02-26 02:18
Harper, OK, 2024-02-29 21:29, Happy, 9, 0, 2024-02-29 21:53
Sorcha, Sad, 2024-02-26 19:56, OK, 4, 4, 2024-02-26 20:16
Rory, Sad, 2024-03-02 13:57, Sad, 9, 1, 2024-03-02 14:19
Mia, Sad, 2024-02-26 08:33, Happy, 4, 3, 2024-02-26 08:49
Layla, Sad, 2024-02-27 14:38, OK, 3, 0, 2024-02-27 15:17
Sophia, Sad, 2024-02-29 14:24, OK, 9, 9, 2024-02-29 14:58
Aiden, Sad, 2024-03-02 15:03, Sad, 2, 1, 2024-03-02 15:25
Siofra, OK, 2024-03-01 18:17, Happy, 5, 5, 2024-03-01 18:46
Michael, Sad, 2024-03-03 11:42, Happy, 6, 6, 2024-03-03 11:57
James, Sad, 2024-02-26 21:47, Happy, 8, 6, 2024-02-26 22:10
Sofia, Happy, 2024-02-28 05:12, Sad, 10, 1, 2024-02-28 05:35
Aine, Happy, 2024-03-02 18:37, Sad, 2, 1, 2024-03-02 18:46
Olivia, Sad, 2024-03-02 14:09, Happy, 10, 1, 2024-03-02 14:39
Michael, OK, 2024-03-01 01:29, Happy, 4, 0, 2024-03-01 01:38
Deirdre, Sad, 2024-02-26 18:18, Happy, 1, 0, 2024-02-26 18:35
Grace, Sad, 2024-02-29 00:22, OK, 6, 3, 2024-02-29 00:35
Penelope, OK, 2024-02-27 04:16, Happy, 1, 0, 2024-02-27 04:22
Fainche, OK, 2024-03-03 12:13, OK, 9, 6, 2024-03-03 12:28
Elijah, Happy, 2024-02-29 22:03, Sad, 3, 2, 2024-02-29 22:33
Layla, Sad, 2024-02-27 15:36, Happy, 9, 0, 2024-02-27 15:49
Liam, OK, 2024-03-03 06:35, Happy, 8, 4, 2024-03-03 06:57
Colm, Sad, 2024-03-02 10:49, Sad, 6, 5, 2024-03-02 11:29
Fergus, Sad, 2024-02-28 10:35, Sad, 10, 9, 2024-02-28 11:05
Penelope, Sad, 2024-02-28 07:37, Sad, 2, 0, 2024-02-28 08:05
Ethan, Sad, 2024-03-02 20:53, Sad, 7, 4, 2024-03-02 21:31
Abigail, Happy, 2024-03-01 22:25, Happy, 9, 3, 2024-03-01 22:51
Cillian, OK, 2024-03-03 03:27, Happy, 3, 3, 2024-03-03 04:08
Lily, Sad, 2024-02-27 03:30, OK, 10, 6, 2024-02-27 04:06
Maura, Sad, 2024-02-29 21:27, OK, 9, 8, 2024-02-29 22:06
Aiden, OK, 2024-02-27 07:25, OK, 8, 5, 2024-02-27 07:34
Sofia, OK, 2024-03-02 09:19, Happy, 3, 3, 2024-03-02 09:32
Liam, OK, 2024-02-27 16:28, OK, 9, 2, 2024-02-27 17:08
Cillian, Sad, 2024-02-29 00:33, OK, 8, 1, 2024-02-29 00:57
Charlotte, OK, 2024-02-28 14:28, Sad, 4, 3, 2024-02-28 15:02
Amelia, Sad, 2024-02-27 19:26, Sad, 10, 5, 2024-02-27 19:43
Joseph, OK, 2024-03-02 16:56, Happy, 7, 1, 2024-03-02 17:34
Seanan, Sad, 2024-02-29 12:59, Happy, 8, 1, 2024-02-29 13:12
Ronan, Sad, 2024-02-28 16:15, Happy, 7, 2, 2024-02-28 16:56
Rory, Sad, 2024-02-26 19:25, Sad, 4, 4, 2024-02-26 19:35
Liam, Sad, 2024-03-03 15:44, OK, 8, 1, 2024-03-03 16:06
Odhran, Sad, 2024-02-29 19:11, Happy, 10, 1, 2024-02-29 19:20
Niamh, Sad, 2024-02-28 18:21, Happy, 2, 2, 2024-02-28 19:02
Sorcha, OK, 2024-02-26 09:49, Sad, 9, 5, 2024-02-26 10:10
Dara, OK, 2024-02-27 11:51, Happy, 9, 6, 2024-02-27 12:28
Fergus, Sad, 2024-03-01 05:45, OK, 5, 0, 2024-03-01 06:13
Liam, OK, 2024-03-02 21:12, Happy, 10, 1, 2024-03-02 21:30
Sorcha, Sad, 2024-02-28 05:13, Happy, 8, 3, 2024-02-28 05:25
Michael, OK, 2024-03-02 06:31, Happy, 10, 0, 2024-03-02 06:51
Aoibhe, Sad, 2024-02-28 22:26, Happy, 4, 2, 2024-02-28 22:44
Cillian, Sad, 2024-02-29 08:35, Happy, 2, 1, 2024-02-29 08:41
Sorcha, Sad, 2024-03-03 18:21, Happy, 5, 1, 2024-03-03 18:43
Grainne, Happy, 2024-03-02 22:46, Happy, 2, 1, 2024-03-02 22:55
Logan, OK, 2024-03-03 11:30, Happy, 10, 2, 2024-03-03 11:44
Diarmuid, OK, 2024-02-28 09:19, Happy, 8, 5, 2024-02-28 09:45
Maeve, OK, 2024-02-25 21:03, Happy, 7, 3, 2024-02-25 21:08
Charlotte, Sad, 2024-02-27 06:38, Sad, 8, 2, 2024-02-27 06:49
