Name, Happiness Before, Start Time, Happiness After, Shots Taken, Shots Scored, End Time
Deirdre, OK, 2024-02-29 12:02, OK, 165, 110, 2024-02-29 12:20
James, Sad, 2024-02-29 07:43, Sad, 78, 31, 2024-02-29 08:05
Sorcha, Sad, 2024-02-29 14:18, OK, 196, 76, 2024-02-29 14:30
Orla, OK, 2024-03-02 05:47, Sad, 182, 126, 2024-03-02 06:05
Odhran, OK, 2024-03-03 14:52, Happy, 163, 63, 2024-03-03 15:21
Sebastian, OK, 2024-03-03 04:46, OK, 131, 122, 2024-03-03 05:04
Liam, OK, 2024-03-01 20:18, Happy, 147, 81, 2024-03-01 20:59
Zoe, OK, 2024-02-28 17:27, Happy, 18, 17, 2024-02-28 17:39
Eoghan, Sad, 2024-02-27 18:43, Happy, 24, 22, 2024-02-27 19:01
Eleanor, Sad, 2024-02-27 08:23, Happy, 37, 24, 2024-02-27 08:36
Sean, Sad, 2024-03-03 06:41, OK, 65, 23, 2024-03-03 06:57
Hannah, Sad, 2024-02-27 22:33, Happy, 79, 47, 2024-02-27 23:06
Maura, OK, 2024-02-28 20:37, OK, 116, 28, 2024-02-28 20:44
Sofia, Sad, 2024-02-29 02:20, OK, 110, 107, 2024-02-29 02:26
Sebastian, OK, 2024-03-02 01:41, Happy, 189, 73, 2024-03-02 02:18
Ava, Happy, 2024-02-27 02:28, Sad, 195, 88, 2024-02-27 02:46
Landon, OK, 2024-03-02 06:44, Happy, 127, 32, 2024-03-02 07:05
Alexander, Sad, 2024-02-29 00:28, Sad, 156, 70, 2024-02-29 01:00
Noah, Happy, 2024-02-28 19:21, Happy, 91, 72, 2024-02-28 19:56
Daire, OK, 2024-03-01 17:47, OK, 130, 93, 2024-03-01 18:06
Alexander, Happy, 2024-03-04 19:51, OK, 29, 29, 2024-03-04 20:15
Aine, Happy, 2024-03-01 17:50, Happy, 160, 140, 2024-03-01 18:29
Noah, Happy, 2024-02-29 00:20, Sad, 186, 109, 2024-02-29 00:58
Abigail, Sad, 2024-02-27 01:32, OK, 177, 163, 2024-02-27 01:43
Carter, Happy, 2024-02-28 18:29, OK, 11, 11, 2024-02-28 18:35
Scarlett, Sad, 2024-03-03 20:03, Happy, 13, 13, 2024-03-03 20:31
Eimear, Sad, 2024-03-02 23:30, Happy, 69, 43, 2024-03-02 23:46
Harper, OK, 2024-03-02 00:17, OK, 20, 18, 2024-03-02 00:44
Layla, Sad, 2024-02-28 08:55, Sad, 94, 25, 2024-02-28 09:03
Cormac, OK, 2024-02-27 13:17, OK, 164, 86, 2024-02-27 13:34
Cian, Sad, 2024-02-27 13:37, OK, 173, 163, 2024-02-27 13:56
Eoin, Happy, 2024-03-04 14:41, OK, 78, 28, 2024-03-04 14:49
Madison, Sad, 2024-03-02 02:33, Sad, 7, 7, 2024-03-02 03:12
Clodagh, Sad, 2024-03-03 08:15, Sad, 142, 78, 2024-03-03 08:53
Daniel, OK, 2024-02-27 18:22, Happy, 196, 180, 2024-02-27 18:57
Lily, Sad, 2024-02-29 13:14, Happy, 156, 86, 2024-02-29 13:19
Jackson, OK, 2024-03-01 01:42, OK, 64, 38, 2024-03-01 01:56
Darragh, OK, 2024-03-02 22:03, OK, 95, 56, 2024-03-02 22:34
Layla, Sad, 2024-02-29 03:03, Sad, 11, 11, 2024-02-29 03:31
Caoilfhionn, Happy, 2024-03-03 22:17, OK, 47, 31, 2024-03-03 22:36
Daire, OK, 2024-02-27 21:30, Happy, 63, 32, 2024-02-27 21:35
Aria, Sad, 2024-03-02 14:44, Sad, 59, 43, 2024-03-02 14:52
Diarmuid, OK, 2024-03-03 15:22, Happy, 19, 18, 2024-03-03 15:48
Eli, Sad, 2024-03-02 04:55, Happy, 28, 28, 2024-03-02 05:32
Siobhan, Sad, 2024-03-03 12:29, OK, 121, 102, 2024-03-03 12:41
Cormac, OK, 2024-02-27 16:02, Happy, 46, 37, 2024-02-27 16:12
Henry, Sad, 2024-03-04 07:06, OK, 70, 39, 2024-03-04 07:13
Mairead, Happy, 2024-02-28 22:02, Sad, 79, 53, 2024-02-28 22:14
Zoe, Sad, 2024-02-28 06:41, OK, 3, 3, 2024-02-28 07:21
Riona, OK, 2024-02-28 09:04, OK, 5, 5, 2024-02-28 09:19
Ruairi, OK, 2024-03-02 02:41, Happy, 188, 108, 2024-03-02 03:08
Madison, Sad, 2024-03-03 00:12, Sad, 125, 44, 2024-03-03 00:50
Cormac, Sad, 2024-03-01 00:10, Happy, 53, 51, 2024-03-01 00:28
Sofia, Sad, 2024-02-28 19:59, Happy, 121, 29, 2024-02-28 20:29
Lucas, Sad, 2024-03-01 06:04, Happy, 69, 28, 2024-03-01 06:22
Mairin, Sad, 2024-03-04 02:14, Sad, 127, 71, 2024-03-04 02:38
Wyatt, OK, 2024-03-01 23:16, Happy, 105, 96, 2024-03-01 23:49
Olivia, Sad, 2024-03-02 23:21, Happy, 192, 59, 2024-03-02 23:33
Elijah, Sad, 2024-02-27 07:47, Happy, 21, 20, 2024-02-27 08:17
Lucas, Happy, 2024-03-01 08:16, Happy, 69, 46, 2024-03-01 08:21
Matthew, OK, 2024-03-04 18:42, Happy, 2, 2, 2024-03-04 18:53
Benjamin, Sad, 2024-02-26 23:39, Happy, 54, 39, 2024-02-26 23:45
Riona, Sad, 2024-02-28 23:30, OK, 114, 91, 2024-02-29 00:02
Sorcha, Happy, 2024-03-04 10:42, Sad, 36, 33, 2024-03-04 10:47
Fiona, OK, 2024-03-02 06:18, Happy, 134, 93, 2024-03-02 06:39
Caoilfhionn, Sad, 2024-03-01 06:25, OK, 165, 108, 2024-03-01 07:04
Deirdre, Happy, 2024-03-03 04:39, Happy, 52, 37, 2024-03-03 05:11
Brigid, OK, 2024-02-28 08:03, Happy, 135, 79, 2024-02-28 08:20
Maura, Happy, 2024-03-04 18:18, Happy, 186, 77, 2024-03-04 18:30
Tomas, OK, 2024-03-04 08:31, OK, 40, 31, 2024-03-04 08:39
Carter, OK, 2024-02-29 14:23, OK, 54, 42, 2024-02-29 14:42
Matthew, Sad, 2024-02-28 03:31, OK, 80, 68, 2024-02-28 04:01
Scarlett, OK, 2024-02-27 21:45, Happy, 69, 41, 2024-02-27 22:04
Evelyn, Sad, 2024-02-28 07:03, Happy, 150, 142, 2024-02-28 07:19
Benjamin, OK, 2024-03-01 11:53, OK, 155, 74, 2024-03-01 12:04
James, Sad, 2024-02-27 21:36, OK, 19, 19, 2024-02-27 22:14
Niall, Sad, 2024-03-04 11:52, OK, 114, 68, 2024-03-04 11:58
James, OK, 2024-02-29 01:40, OK, 194, 190, 2024-02-29 02:10
Emma, OK, 2024-03-02 23:32, OK, 134, 91, 2024-03-02 23:54
Madison, Happy, 2024-03-02 05:51, Happy, 133, 54, 2024-03-02 06:08
Amelia, OK, 2024-02-29 01:01, OK, 37, 26, 2024-02-29 01:40
Landon, Sad, 2024-03-02 17:10, Sad, 67, 19, 2024-03-02 17:46
Mairead, Sad, 2024-02-29 09:59, OK, 138, 129, 2024-02-29 10:27
Fergus, Sad, 2024-02-27 06:00, Happy, 144, 84, 2024-02-27 06:31
Hannah, Happy, 2024-03-04 01:32, OK, 189, 146, 2024-03-04 02:09
Sorcha, OK, 2024-03-02 22:01, Sad, 106, 51, 2024-03-02 22:15
Aria, OK, 2024-02-29 03:34, Sad, 44, 43, 2024-02-29 04:13
Ronan, Sad, 2024-02-28 04:23, Happy, 195, 92, 2024-02-28 04:36
Maura, Sad, 2024-03-02 00:38, Happy, 36, 18, 2024-03-02 01:17
Aria, Sad, 2024-02-29 06:25, Sad, 94, 90, 2024-02-29 07:00
Logan, OK, 2024-03-02 19:00, OK, 76, 48, 2024-03-02 19:09
Aria, OK, 2024-02-28 21:28, OK, 18, 16, 2024-02-28 22:03
Aoibhinn, OK, 2024-02-28 13:21, OK, 76, 67, 2024-02-28 13:59
Seanan, OK, 2024-03-04 08:53, Happy, 63, 62, 2024-03-04 09:03
Ciar, Sad, 2024-02-26 21:46, Sad, 8, 7, 2024-02-26 22:21
Mila, OK, 2024-03-01 18:47, OK, 168, 109, 2024-03-01 19:23
Landon, Sad, 2024-03-04 03:20, OK, 52, 45, 2024-03-04 03:37
Carter, Sad, 2024-03-03 02:51, Happy, 103, 44, 2024-03-03 03:25
Dara, OK, 2024-03-03 23:28, OK, 102, 79, 2024-03-03 23:42
Roisin, Happy, 2024-02-27 09:26, Happy, 52, 52, 2024-02-27 09:34
Elijah, Sad, 2024-02-28 01:55, Happy, 167, 138, 2024-02-28 02:11
Matthew, Sad, 2024-03-01 14:50, Happy, 78, 77, 2024-03-01 15:09
Maeve, Sad, 2024-02-29 10:28, Sad, 6, 5, 2024-02-29 10:42
Ava, OK, 2024-03-02 05:39, Happy, 119, 28, 2024-03-02 06:05
Liam, OK, 2024-03-03 19:03, Sad, 98, 97, 2024-03-03 19:36
Ciar, Sad, 2024-02-27 15:00, Sad, 16, 14, 2024-02-27 15:22
Henry, OK, 2024-02-28 21:50, OK, 5, 5, 2024-02-28 22:22
Orla, OK, 2024-02-27 16:44, Happy, 148, 129, 2024-02-27 16:49
Sorcha, Sad, 2024-03-04 06:03, Happy, 87, 55, 2024-03-04 06:25
Aiden, Sad, 2024-02-28 21:17, Happy, 15, 15, 2024-02-28 21:33
Lillian, Sad, 2024-03-01 02:49, OK, 3, 3, 2024-03-01 02:53
Carter, OK, 2024-03-02 01:41, Happy, 180, 178, 2024-03-02 01:55
Aoibhe, OK, 2024-02-29 04:21, Happy, 134, 86, 2024-02-29 04:37
Noah, Sad, 2024-03-01 14:31, Happy, 150, 39, 2024-03-01 14:57
Evelyn, Sad, 2024-03-01 05:58, Happy, 49, 32, 2024-03-01 06:15
Abigail, OK, 2024-02-28 20:18, Happy, 64, 22, 2024-02-28 20:44
Diarmuid, Sad, 2024-02-27 13:11, Happy, 66, 21, 2024-02-27 13:28
Henry, OK, 2024-03-03 00:00, Sad, 75, 43, 2024-03-03 00:32
Liam, OK, 2024-03-02 02:47, Happy, 102, 56, 2024-03-02 03:18
Aoife, Happy, 2024-03-01 07:26, Happy, 113, 53, 2024-03-01 07:59
Odhran, Sad, 2024-02-27 20:03, Happy, 82, 47, 2024-02-27 20:36
Mia, Happy, 2024-02-29 03:17, OK, 175, 162, 2024-02-29 03:23
Harper, OK, 2024-03-04 00:17, Happy, 61, 43, 2024-03-04 00:56
Daire, Sad, 2024-03-04 10:05, OK, 174, 39, 2024-03-04 10:13
Brendan, Happy, 2024-03-01 05:42, OK, 167, 99, 2024-03-01 06:14
Mila, Sad, 2024-03-02 08:49, Happy, 30, 28, 2024-03-02 08:56
Niall, Sad, 2024-02-29 00:26, Sad, 178, 132, 2024-02-29 00:38
Henry, Happy, 2024-03-03 12:05, OK, 20, 19, 2024-03-03 12:08
Oisin, Sad, 2024-03-02 08:19, Happy, 21, 21, 2024-03-02 08:49
Samuel, Sad, 2024-02-29 02:28, OK, 29, 25, 2024-02-29 02:46
Padraig, Sad, 2024-03-01 20:05, Happy, 115, 55, 2024-03-01 20:27
Emily, Sad, 2024-02-28 02:29, Happy, 149, 95, 2024-02-28 02:53
Blathnaid, Sad, 2024-02-29 22:48, Happy, 93, 90, 2024-02-29 23:04
Caoimhe, Sad, 2024-02-27 00:54, Sad, 40, 32, 2024-02-27 01:31
Cian, Sad, 2024-03-01 00:46, Happy, 82, 44, 2024-03-01 01:22
Amelia, Sad, 2024-02-28 22:35, Happy, 53, 29, 2024-02-28 23:01
Seanan, Sad, 2024-02-27 15:27, OK, 149, 100, 2024-02-27 15:55
Aine, OK, 2024-03-03 00:22, OK, 189, 72, 2024-03-03 00:48
Matthew, OK, 2024-03-03 16:39, Happy, 65, 51, 2024-03-03 17:04
Michael, Sad, 2024-03-03 22:59, Happy, 57, 25, 2024-03-03 23:14
Orlaith, OK, 2024-03-01 15:38, Sad, 5, 5, 2024-03-01 16:03
Mason, Sad, 2024-02-28 20:57, OK, 79, 41, 2024-02-28 21:36
Caoilfhionn, Sad, 2024-03-01 09:45, OK, 9, 8, 2024-03-01 10:04
Alexander, OK, 2024-03-04 18:57, OK, 188, 156, 2024-03-04 19:15
Ava, Sad, 2024-03-04 14:07, Sad, 62, 46, 2024-03-04 14:18
Orla, Sad, 2024-02-27 01:24, Happy, 60, 55, 2024-02-27 01:29
Clodagh, Happy, 2024-02-29 03:47, Happy, 66, 23, 2024-02-29 04:00
Madison, Happy, 2024-03-01 12:32, OK, 150, 105, 2024-03-01 12:49
Caoilfhionn, Sad, 2024-03-02 11:24, OK, 174, 47, 2024-03-02 11:55
Jackson, Sad, 2024-03-04 06:38, Happy, 126, 99, 2024-03-04 06:52
Isabella, Happy, 2024-03-03 11:16, Happy, 106, 64, 2024-03-03 11:31
Caleb, OK, 2024-03-03 01:39, OK, 168, 51, 2024-03-03 02:17
Harper, Sad, 2024-03-04 19:58, Happy, 166, 148, 2024-03-04 20:12
Orla, OK, 2024-03-04 11:05, Happy, 79, 52, 2024-03-04 11:16
Layla, Happy, 2024-02-28 22:36, Sad, 16, 14, 2024-02-28 22:54
James, OK, 2024-03-04 16:33, Sad, 30, 30, 2024-03-04 16:52
Cillian, Happy, 2024-03-02 03:00, Sad, 176, 58, 2024-03-02 03:05
Treasa, OK, 2024-02-27 00:11, OK, 176, 169, 2024-02-27 00:42
Sorcha, OK, 2024-02-27 17:53, OK, 146, 67, 2024-02-27 18:04
Daniel, OK, 2024-03-01 17:51, Happy, 57, 53, 2024-03-01 18:20
Wyatt, Sad, 2024-02-27 19:22, Sad, 38, 38, 2024-02-27 19:53
Diarmuid, OK, 2024-03-01 16:35, Happy, 172, 47, 2024-03-01 16:44
Wyatt, OK, 2024-02-29 15:10, Happy, 58, 40, 2024-02-29 15:31
Oisin, OK, 2024-02-28 02:58, Sad, 174, 117, 2024-02-28 03:05
Sean, OK, 2024-03-03 22:23, OK, 160, 64, 2024-03-03 22:51
David, Happy, 2024-03-02 08:24, Sad, 70, 65, 2024-03-02 08:33
Aoibhe, Sad, 2024-03-03 08:58, Happy, 103, 44, 2024-03-03 09:17
Charlotte, OK, 2024-03-01 21:29, Happy, 110, 78, 2024-03-01 21:42
Emily, Sad, 2024-03-01 00:47, Happy, 112, 28, 2024-03-01 01:05
Matthew, OK, 2024-03-02 15:59, Happy, 158, 59, 2024-03-02 16:04
Sean, Sad, 2024-03-03 23:42, Happy, 98, 80, 2024-03-04 00:19
Donal, Sad, 2024-03-03 20:17, OK, 174, 145, 2024-03-03 20:56
Aoibheann, OK, 2024-03-01 01:26, OK, 198, 155, 2024-03-01 01:30
Ruairi, OK, 2024-02-27 18:29, Happy, 163, 146, 2024-02-27 18:48
Fergus, Sad, 2024-02-29 19:26, Happy, 47, 39, 2024-02-29 19:58
Orlaith, OK, 2024-03-03 11:06, Happy, 100, 75, 2024-03-03 11:24
Aiden, OK, 2024-03-02 11:42, Happy, 156, 96, 2024-03-02 12:02
Aiden, Sad, 2024-02-29 22:54, Happy, 58, 36, 2024-02-29 22:59
Clodagh, Happy, 2024-03-03 16:01, OK, 134, 92, 2024-03-03 16:09
Sinead, OK, 2024-03-01 17:50, Happy, 14, 14, 2024-03-01 18:17
Aine, Happy, 2024-02-28 16:19, OK, 48, 20, 2024-02-28 16:41
Daire, Sad, 2024-03-03 11:15, Happy, 182, 40, 2024-03-03 11:48
Saoirse, OK, 2024-02-29 18:54, Happy, 121, 117, 2024-02-29 19:16
Colm, OK, 2024-03-02 01:04, Happy, 13, 12, 2024-03-02 01:40
Roisin, OK, 2024-03-02 07:57, Happy, 82, 74, 2024-03-02 08:12
Henry, Sad, 2024-03-02 21:46, OK, 86, 73, 2024-03-02 21:50
Conor, Sad, 2024-02-29 02:46, OK, 45, 31, 2024-02-29 03:22
Ronan, Happy, 2024-02-28 02:37, Happy, 183, 39, 2024-02-28 03:16
Daire, Happy, 2024-03-01 02:06, OK, 147, 141, 2024-03-01 02:47
Cian, OK, 2024-03-04 12:48, OK, 190, 92, 2024-03-04 13:13
Cillian, OK, 2024-03-04 17:37, OK, 52, 42, 2024-03-04 18:11
Sofia, Sad, 2024-02-27 21:38, OK, 164, 85, 2024-02-27 21:48
Amelia, Sad, 2024-03-01 22:44, Happy, 27, 27, 2024-03-01 23:09
Ronan, Happy, 2024-02-29 20:04, Happy, 145, 42, 2024-02-29 20:32
Diarmuid, Sad, 2024-02-28 22:23, Happy, 110, 54, 2024-02-28 22:28
David, Sad, 2024-02-27 19:50, Happy, 136, 64, 2024-02-27 19:54
Mason, Sad, 2024-02-28 06:26, Happy, 144, 40, 2024-02-28 06:41
Nora, Happy, 2024-02-27 22:44, Happy, 83, 72, 2024-02-27 23:18
Carter, OK, 2024-02-26 21:05, Sad, 64, 59, 2024-02-26 21:46
Avery, OK, 2024-03-03 10:37, Happy, 8, 7, 2024-03-03 11:09
Saoirse, Sad, 2024-03-04 00:59, Sad, 97, 27, 2024-03-04 01:13
Harper, OK, 2024-02-27 03:30, Sad, 118, 93, 2024-02-27 03:34
Ronan, Sad, 2024-02-27 01:20, OK, 111, 107, 2024-02-27 01:47
Colm, Sad, 2024-03-02 04:10, Happy, 2, 2, 2024-03-02 04:50
Ciara, Sad, 2024-02-28 21:33, Happy, 191, 177, 2024-02-28 21:41
Sophia, Sad, 2024-02-28 10:14, Happy, 150, 119, 2024-02-28 10:51
Niamh, Sad, 2024-03-03 10:09, OK, 165, 80, 2024-03-03 10:20
Sean, Sad, 2024-03-02 05:41, OK, 25, 25, 2024-03-02 06:17
Noah, Happy, 2024-02-27 20:16, OK, 180, 51, 2024-02-27 20:50
Peadar, Sad, 2024-02-27 05:17, Sad, 20, 19, 2024-02-27 05:50
Elijah, Sad, 2024-03-02 22:53, Happy, 106, 88, 2024-03-02 22:57
Sebastian, Sad, 2024-02-28 04:25, OK, 99, 80, 2024-02-28 04:47
Seanan, Happy, 2024-03-04 01:10, OK, 92, 64, 2024-03-04 01:15
Cian, Happy, 2024-03-01 12:26, OK, 197, 176, 2024-03-01 12:31
Sorcha, Sad, 2024-03-01 10:50, Sad, 137, 57, 2024-03-01 11:20
Aoibhe, Sad, 2024-03-02 00:52, Happy, 195, 194, 2024-03-02 01:30
Charlotte, Sad, 2024-02-28 05:21, Sad, 17, 14, 2024-02-28 05:53
Aoibheann, Happy, 2024-03-04 10:15, OK, 148, 103, 2024-03-04 10:47
Mairin, Sad, 2024-02-28 07:18, Happy, 151, 38, 2024-02-28 07:29
Caoimhe, OK, 2024-03-02 07:11, Happy, 91, 34, 2024-03-02 07:40
Eimear, OK, 2024-03-04 07:22, Happy, 31, 29, 2024-03-04 08:00
Sofia, Sad, 2024-02-28 20:25, Happy, 63, 61, 2024-02-28 20:50
Isabella, OK, 2024-03-02 00:45, Happy, 152, 78, 2024-03-02 01:25
Fionn, Sad, 2024-03-03 08:18, OK, 52, 27, 2024-03-03 08:46
Niamh, Sad, 2024-02-28 14:42, OK, 119, 79, 2024-02-28 15:13
Deirdre, Sad, 2024-03-03 03:18, Happy, 13, 12, 2024-03-03 03:38
Brigid, OK, 2024-02-29 21:53, OK, 16, 14, 2024-02-29 21:57
Hannah, Sad, 2024-03-04 01:26, Happy, 174, 95, 2024-03-04 01:48
Layla, OK, 2024-03-03 00:57, Happy, 135, 30, 2024-03-03 01:36
Niall, Sad, 2024-02-27 03:55, Happy, 35, 23, 2024-02-27 03:59
Oisin, OK, 2024-02-27 17:32, Happy, 67, 44, 2024-02-27 17:37
Donal, Sad, 2024-02-28 17:09, Sad, 97, 39, 2024-02-28 17:36
Dara, OK, 2024-02-28 13:47, Sad, 151, 92, 2024-02-28 14:03
Ava, Sad, 2024-03-02 11:23, Happy, 38, 38, 2024-03-02 11:57
Dara, Sad, 2024-03-02 12:01, Happy, 114, 53, 2024-03-02 12:16
Aria, OK, 2024-02-27 07:46, Sad, 147, 127, 2024-02-27 08:08
Emily, OK, 2024-02-27 18:13, Sad, 51, 33, 2024-02-27 18:38
David, Sad, 2024-02-28 10:29, Happy, 101, 44, 2024-02-28 10:43
Alexander, Sad, 2024-03-04 00:42, Happy, 146, 90, 2024-03-04 00:46
Maeve, OK, 2024-03-01 19:45, Sad, 77, 41, 2024-03-01 19:55
Peadar, OK, 2024-02-27 00:35, OK, 42, 39, 2024-02-27 00:59
Siofra, OK, 2024-03-02 08:33, Sad, 45, 45, 2024-03-02 08:53
Aoife, OK, 2024-03-01 21:49, Happy, 140, 112, 2024-03-01 22:21
Clare, Sad, 2024-02-29 21:29, Sad, 71, 37, 2024-02-29 21:42
Fainche, Happy, 2024-03-03 23:41, Sad, 174, 45, 2024-03-04 00:19
Olivia, Sad, 2024-02-28 13:49, Sad, 197, 117, 2024-02-28 13:54
Donal, Sad, 2024-02-28 05:14, Happy, 72, 45, 2024-02-28 05:29
Caoimhe, Sad, 2024-02-28 16:33, Happy, 102, 36, 2024-02-28 16:55
James, OK, 2024-02-29 15:05, Sad, 193, 162, 2024-02-29 15:34
Cormac, Sad, 2024-03-04 00:27, OK, 140, 59, 2024-03-04 00:56
Brendan, OK, 2024-02-29 17:52, Sad, 182, 57, 2024-02-29 18:10
Mairin, OK, 2024-03-04 09:05, OK, 150, 86, 2024-03-04 09:28
Deirdre, Happy, 2024-02-27 21:08, OK, 19, 18, 2024-02-27 21:38
Chloe, OK, 2024-02-28 07:50, Happy, 183, 120, 2024-02-28 08:12
Sinead, Sad, 2024-03-02 06:45, OK, 62, 25, 2024-03-02 07:24
Aisling, Sad, 2024-03-04 16:16, Happy, 198, 187, 2024-03-04 16:24
Eoghan, OK, 2024-02-28 15:45, Happy, 177, 146, 2024-02-28 15:55
Fionn, OK, 2024-03-02 09:22, Sad, 27, 26, 2024-03-02 09:40
Eoin, Sad, 2024-02-27 12:18, Happy, 17, 15, 2024-02-27 12:30
Zoe, OK, 2024-03-01 11:13, OK, 163, 145, 2024-03-01 11:47
Roisin, OK, 2024-02-29 07:04, Happy, 177, 128, 2024-02-29 07:27
Lily, Sad, 2024-03-04 12:48, Sad, 167, 163, 2024-03-04 13:19
Niall, Happy, 2024-03-03 07:43, Happy, 26, 24, 2024-03-03 08:03
Grainne, Sad, 2024-03-03 16:25, Happy, 187, 57, 2024-03-03 16:57
Ciaran, OK, 2024-02-29 10:10, OK, 190, 112, 2024-02-29 10:17
Aria, Sad, 2024-02-28 03:05, Happy, 134, 105, 2024-02-28 03:29
Ciara, Sad, 2024-03-04 04:26, Sad, 187, 100, 2024-03-04 04:52
Logan, OK, 2024-02-29 19:57, Happy, 83, 51, 2024-02-29 20:34
Seanan, OK, 2024-03-04 07:36, OK, 65, 65, 2024-03-04 07:57
Alexander, OK, 2024-03-02 08:12, Happy, 99, 53, 2024-03-02 08:25
Emma, Happy, 2024-02-27 18:31, OK, 16, 15, 2024-02-27 18:56
Cian, Sad, 2024-03-03 21:36, OK, 166, 66, 2024-03-03 22:06
Sebastian, Sad, 2024-02-28 05:34, Happy, 6, 6, 2024-02-28 06:04
Caoimhe, OK, 2024-02-29 10:17, Happy, 89, 55, 2024-02-29 10:32
Diarmuid, Sad, 2024-03-03 11:47, OK, 166, 77, 2024-03-03 12:27
Orla, OK, 2024-03-04 03:56, Happy, 67, 52, 2024-03-04 04:07
Penelope, Sad, 2024-03-01 09:35, Happy, 180, 120, 2024-03-01 09:42
Cian, OK, 2024-03-01 09:30, OK, 30, 30, 2024-03-01 09:37
Lillian, Happy, 2024-03-02 03:10, Happy, 147, 124, 2024-03-02 03:30
Cormac, Sad, 2024-02-27 20:33, Sad, 3, 3, 2024-02-27 20:59
Ruairi, OK, 2024-03-03 17:48, Happy, 144, 58, 2024-03-03 18:13
Hannah, OK, 2024-02-27 08:22, OK, 17, 15, 2024-02-27 08:35
Sophia, Sad, 2024-02-29 15:05, Happy, 88, 39, 2024-02-29 15:32
Samuel, Sad, 2024-03-03 23:23, Happy, 139, 88, 2024-03-03 23:38
Isabella, Sad, 2024-02-28 01:59, OK, 44, 29, 2024-02-28 02:07
Fiona, Sad, 2024-02-29 08:40, OK, 184, 124, 2024-02-29 09:05
Logan, Happy, 2024-03-04 18:21, Happy, 29, 28, 2024-03-04 18:54
Sorcha, Sad, 2024-02-29 00:41, Sad, 50, 48, 2024-02-29 01:07
Siofra, Sad, 2024-03-02 14:04, Sad, 83, 37, 2024-03-02 14:40
Rory, Sad, 2024-03-04 19:48, OK, 37, 29, 2024-03-04 20:11
Ciar, Sad, 2024-02-28 18:34, Sad, 68, 27, 2024-02-28 19:05
Michael, Sad, 2024-03-02 01:45, Sad, 44, 40, 2024-03-02 02:02
Landon, Sad, 2024-02-29 10:58, OK, 167, 118, 2024-02-29 11:11
Sorcha, OK, 2024-02-29 10:29, Happy, 87, 61, 2024-02-29 10:49
Fergus, OK, 2024-03-01 04:40, Happy, 24, 23, 2024-03-01 05:17
Lorcan, Sad, 2024-03-01 13:38, OK, 121, 121, 2024-03-01 14:16
Lucas, Happy, 2024-02-28 04:47, Sad, 165, 143, 2024-02-28 05:24
Ella, Sad, 2024-02-28 19:10, Sad, 196, 75, 2024-02-28 19:50
Zoe, Sad, 2024-02-28 22:25, Happy, 20, 18, 2024-02-28 22:54
Siofra, Sad, 2024-03-02 14:45, Happy, 198, 77, 2024-03-02 15:24
Ella, Sad, 2024-02-28 14:15, Happy, 29, 27, 2024-02-28 14:49
Treasa, Sad, 2024-02-27 07:53, OK, 73, 39, 2024-02-27 08:20
Samuel, Sad, 2024-03-03 02:09, Happy, 37, 25, 2024-03-03 02:19
Ella, OK, 2024-02-27 00:54, Happy, 98, 73, 2024-02-27 01:04
Evelyn, OK, 2024-03-04 01:29, OK, 179, 103, 2024-03-04 01:57
Scarlett, OK, 2024-03-03 18:01, Happy, 66, 38, 2024-03-03 18:33
Alexander, Happy, 2024-02-27 04:56, Sad, 125, 62, 2024-02-27 05:04
Aoife, OK, 2024-03-03 06:34, Happy, 8, 7, 2024-03-03 06:37
Madison, Sad, 2024-02-27 11:17, Happy, 104, 75, 2024-02-27 11:27
Logan, Sad, 2024-03-03 19:00, OK, 34, 31, 2024-03-03 19:32
Aiden, Sad, 2024-02-28 08:01, Sad, 29, 26, 2024-02-28 08:22
Ronan, OK, 2024-03-02 11:43, Happy, 85, 58, 2024-03-02 12:22
Sean, OK, 2024-03-01 08:32, Happy, 124, 82, 2024-03-01 09:12
Orlaith, OK, 2024-03-02 20:07, Sad, 73, 55, 2024-03-02 20:41
Fionn, Sad, 2024-03-01 12:41, OK, 46, 29, 2024-03-01 12:50
Isabella, Happy, 2024-02-28 18:08, Happy, 59, 27, 2024-02-28 18:16
Tadhg, OK, 2024-02-28 16:14, Sad, 165, 55, 2024-02-28 16:40
Rory, OK, 2024-02-27 12:34, OK, 89, 52, 2024-02-27 12:44
Fionn, OK, 2024-03-03 19:34, Happy, 25, 25, 2024-03-03 19:39
Zoe, Sad, 2024-02-29 22:57, OK, 16, 14, 2024-02-29 23:28
Peadar, Happy, 2024-03-02 11:36, Happy, 42, 41, 2024-03-02 11:56
Layla, Sad, 2024-02-27 00:09, Happy, 70, 45, 2024-02-27 00:43
Colm, Sad, 2024-03-03 15:07, OK, 60, 41, 2024-03-03 15:15
Rory, Sad, 2024-02-27 22:42, OK, 82, 31, 2024-02-27 22:47
Caleb, Sad, 2024-02-27 15:53, OK, 25, 11, 2024-02-27 16:17
Matthew, OK, 2024-03-03 22:21, OK, 97, 55, 2024-03-03 22:38
Landon, Sad, 2024-03-04 11:09, Happy, 80, 51, 2024-03-04 11:27
Benjamin, Sad, 2024-02-28 01:34, OK, 15, 15, 2024-02-28 02:04
Sinead, Sad, 2024-02-27 19:02, Sad, 34, 21, 2024-02-27 19:27
Amelia, Sad, 2024-03-01 12:53, OK, 160, 147, 2024-03-01 13:14
Riona, OK, 2024-03-02 22:07, Sad, 86, 39, 2024-03-02 22:19
